ID,Schenk_Jackson_2002,latitude,longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Broadleaved_trees,Needleleaved_trees,Shrubs,Semi_shrubs,Grasses,Forbs,Succulents,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated
AC01a,YES,40.05,-105.6,3650,Total,mass,2.46,0.9,no,medium,5,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.12,0.7,0.15,1.25
AC01b,YES,40.05,-105.6,3650,Total,mass,4.15,0.9,yes,medium,15,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.06,0.5,0.06,0.69
AC01c,YES,40.05,-105.6,3650,Total,mass,4.55,0.9,no,medium,15,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.04,0.52,0.05,0.81
AC01d,YES,40.05,-105.6,3650,Total,mass,3.33,0.35,no,medium,5,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.02,0.22,0.02,0.37
AC01e,YES,40.05,-105.6,3650,Total,mass,4.84,0.4,no,medium,15,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.06,0.27,0.06,0.38
AC01f,YES,40.05,-105.6,3650,Total,mass,4.49,0.8,no,medium,15,0,0,0,1,1,1,0,-999,N,N,Wooded grassland,7,304,993,winter maximum,0.14,0.68,0.22,1.31
AC02a,NO,38.15,73.95,~4000,Total,mass,8.7,1,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,alpine herbaceous,10,401,130,winter maximum,0.13,0.61,0.13,0.78
AC02b,NO,38.15,73.95,~4000,Total,mass,9.74,1,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,alpine herbaceous,10,401,250,winter maximum,0.11,0.51,0.12,0.6
AC02c,NO,38.15,73.95,~4000,Total,mass,6.3,1,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,alpine herbaceous,10,401,190,winter maximum,0.07,0.48,0.08,0.58
AC02d,NO,38.15,73.95,~4000,Total,mass,6.82,1,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,alpine herbaceous,10,401,250,winter maximum,0.08,0.4,0.09,0.44
AC02e,NO,38.15,73.95,~4000,Total,mass,7.08,1,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,alpine herbaceous,10,401,190,winter maximum,0.13,0.68,0.14,0.99
AC03a,YES,39.17,68.82,3373,Total,mass,-999,0.6,no,-999,-999,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,802,494,winter maximum,0.1,0.47,0.12,0.8
AC03b,YES,39.17,68.82,3373,Total,mass,-999,0.8,no,-999,-999,0,0,0,0,1,1,0,-999,N,N,alpine herbaceous,10,802,494,winter maximum,0.05,0.47,0.05,0.71
AC08,YES,68.37,19.05,351,Total,mass,-999,0.55,yes,organic,55,0,0,0,1,1,1,0,-999,N,N,Wooded grassland,7,339,300,summer maximum,0.06,0.29,0.06,0.34
BF01,YES,60.82,16.5,185,10,mass,0.68,0.68,no,coarse,8,0,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,494,607,summer maximum,0.09,0.25,0.09,0.26
BF02,YES,72.45,101.95,30-150,5,mass,0.38,0.7,no,medium,14,0,1,0,1,1,0,0,evergreen,N,N,ENL forest / boreal,1,337,243,summer maximum,0.07,0.36,0.07,0.44
BF03a,YES,55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,2.4,0,1,0,1,0,1,0,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.17,0.86,0.18,1.21
BF03b,YES,55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,5.5,1,0,1,1,0,1,0,winter-deciduous,N,N,DBL forest / boreal,4,768,475,summer maximum,0.2,0.94,0.22,1.41
BF03c,YES,55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,8.3,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.28,1.06,0.33,1.8
BF03d,YES,55.17,-114.13,-999,Total,number,-999,0.5,no,organic,50,0,1,0,1,1,0,0,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.09,0.37,0.09,0.56
BF03e,YES,55.17,-114.13,-999,Total,number,-999,1,no,fine,8.1,1,1,1,0,1,1,0,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.13,0.67,0.14,0.95
BF03f,YES,55.17,-114.13,-999,Total,number,-999,0.8,no,fine,12,1,1,1,0,0,1,0,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.14,0.61,0.16,0.97
BF04a,YES,48.5,-79.33,300,10,mass,1.14,0.35,no,fine,5.3,1,1,1,0,0,1,0,evergreen,N,N,ENL forest / boreal,1,671,823,summer maximum,0.07,0.29,0.09,0.52
BF04b,YES,48.5,-79.33,300,10,mass,0.91,0.38,no,fine,7.5,1,1,1,0,0,1,0,evergreen,N,N,ENL forest / boreal,1,671,823,summer maximum,0.08,0.32,0.11,0.6
BF04c,YES,48.5,-79.33,300,10,mass,1.01,0.38,no,fine,8,1,1,1,0,0,1,0,evergreen,N,N,ENL forest / boreal,1,671,823,summer maximum,0.07,0.3,0.08,0.51
BF05a,YES,49.05,-81.5,-999,5,mass,0.29,0.4,no,organic,10,0,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,636,838,summer maximum,0.15,0.31,0.16,0.37
BF05b,YES,49.05,-81.5,-999,5,mass,0.59,0.4,no,organic,10,1,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,636,838,summer maximum,0.15,0.27,0.15,0.29
BF06a,YES,53.92,-105,-999,5,mass,1.02,0.35,yes,medium,5,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / boreal,1,938,405,summer maximum,0.08,0.23,0.08,0.28
BF06b,YES,53.92,-105,-999,5,length,-999,0.35,no,medium,10,1,0,1,0,1,1,0,winter-deciduous,N,N,DBL forest / boreal,4,938,405,summer maximum,0.11,0.31,0.14,0.56
BF06c,YES,53.92,-105,-999,5,length,-999,0.35,yes,medium,25,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / boreal,1,938,405,summer maximum,0.09,0.25,0.1,0.32
BF06d,YES,55.9,-98.5,-999,5,length,-999,0.35,no,fine,5,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / boreal,1,630,536,summer maximum,0.13,0.3,0.15,0.48
BF06e,YES,55.9,-98.5,-999,5,length,-999,0.35,yes,fine,10,1,0,1,0,1,1,0,winter-deciduous,N,N,DBL forest / boreal,4,630,536,summer maximum,0.07,0.2,0.07,0.21
BF06f,YES,55.9,-98.5,-999,5,length,-999,0.35,yes,fine,35,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / boreal,1,630,536,summer maximum,0.06,0.19,0.06,0.2
BF07a,YES,48.45,-58.4,<50,10,mass,1.12,1.04,no,coarse,10,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / boreal,1,500,1200,"non-tropical,",0.16,0.45,0.16,0.47
BF07b,YES,48.45,-58.4,<50,10,mass,0.86,1.04,no,coarse,10,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / boreal,1,500,1200,"non-tropical,",0.13,0.34,0.13,0.34
BF08,YES,53.83,-105.5,500,Total,mass,2.07,0.55,no,coarse,19,1,1,0,0,0,1,0,evergreen,N,N,ENL forest / boreal,1,938,389,summer maximum,0.25,0.34,0.25,0.34
BF10,YES,54.67,-122.23,-999,6.4,mass,0.68,0.93,no,coarse,8.3,0,1,1,1,0,1,0,evergreen,N,N,ENL forest / boreal,1,605,813,"non-tropical,",0.13,0.39,0.13,0.41
BF11a,YES,65.1,-147.03,-999,Total,mass,1.2,0.3,yes,-999,19,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / boreal,1,492,220,summer maximum,0.1,0.16,0.1,0.16
BF11b,YES,65.1,-147.03,-999,Total,mass,5.69,1,no,-999,-999,1,0,0,0,0,0,0,winter-deciduous,N,N,DBL forest / boreal,4,492,220,summer maximum,0.18,0.56,0.19,0.61
BF11c,YES,65.1,-147.03,-999,Total,mass,0.52,0.5,no,-999,-999,1,0,0,0,0,0,0,winter-deciduous,N,N,DBL forest / boreal,4,492,220,summer maximum,0.06,0.34,0.06,0.51
BF12a,NO,56.53,31.83,~250,Total,surface,-999,0.3,no,coarse,-999,1,1,0,1,0,1,0,evergreen,N,Y,ENL forest / boreal,1,606,640,summer maximum,0.04,0.18,0.04,0.22
BF12b,NO,56.53,31.83,~250,Total,surface,-999,0.3,yes,coarse,-999,0,1,0,1,0,0,0,evergreen,N,Y,ENL forest / boreal,1,606,640,summer maximum,0.07,0.2,0.08,0.23
BF13,YES,59.2,38.5,-999,5,mass,0.98,2.4,no,coarse,2,0,1,0,1,1,0,0,evergreen,N,N,ENL forest / boreal,1,566,550,summer maximum,0.06,0.84,0.06,0.91
BF14a,YES,64.3,100.18,-999,1,mass,0.09,0.82,yes,-999,12,0,0,1,1,1,1,0,-999,N,N,Closed shrubland,-999,455,391,summer maximum,0.14,0.28,0.14,0.28
BF14b,YES,64.3,100.18,-999,1,mass,0.15,0.73,no,-999,2.5,0,0,1,1,1,1,0,-999,N,N,Closed shrubland,-999,455,391,summer maximum,0.08,0.22,0.08,0.23
BF15a,YES,61.8,24.32,152,Total,mass,0.69,0.98,no,coarse,5.4,0,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.05,0.5,0.05,0.7
BF15b,YES,61.8,24.32,152,Total,mass,0.77,0.91,no,coarse,5,0,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.05,0.58,0.06,0.95
BF15c,YES,61.8,24.32,152,Total,mass,0.9,0.88,no,coarse,4.6,0,1,0,1,0,1,0,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.06,0.53,0.07,0.81
BF16,YES,64.23,19.77,225,10,mass,0.24,0.57,no,medium,2,0,1,0,1,0,0,0,evergreen,N,N,ENL forest / boreal,1,392,571,summer maximum,0.09,0.45,0.11,0.76
D01,YES,32.42,-111.17,650 m,Total,mass,0.2,0.8,no,medium,0,1,0,0,1,0,0,0,winter-deciduous,N,N,open shrubland,9,1654,290,summer maximum,0.23,0.61,0.24,0.81
D02a,YES,39.23,-108.88,-999,Total,mass,0.25,1.4,no,-999,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.52,1.26,0.66,2.25
D02b,YES,39.23,-108.88,-999,Total,mass,0.23,1.1,no,-999,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.16,0.75,0.17,1.06
D02c,YES,39.23,-108.88,-999,Total,mass,0.21,1.8,no,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.29,1.33,0.32,1.86
D02d,YES,39.23,-108.88,-999,Total,mass,0.17,1.4,no,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.36,1.22,0.49,2.26
D02e,YES,39.23,-108.88,-999,Total,mass,0.16,1.2,no,coarse,0,0,0,1,0,1,1,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.24,1,0.3,1.79
D02f,YES,39.23,-108.88,-999,Total,mass,0.13,0.9,no,fine,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.17,0.74,0.22,1.31
D02g,YES,39.23,-108.88,-999,Total,mass,0.12,1,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.35,0.9,0.49,1.67
D02h,YES,39.23,-108.88,-999,Total,mass,0.12,0.7,no,coarse,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.21,0.62,0.28,1.13
D02i,YES,39.23,-108.88,-999,Total,mass,0.08,0.6,no,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.12,0.47,0.14,0.76
D02j,YES,39.23,-108.88,-999,Total,mass,0.07,1.1,no,coarse,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.38,0.99,0.53,1.85
D02k,YES,39.23,-108.88,-999,Total,mass,0.07,0.9,no,-999,0,0,0,1,0,0,1,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.28,0.75,0.31,1.14
D02l,YES,39.23,-108.88,-999,Total,mass,0.06,0.6,no,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1231,230,"non-tropical,",0.15,0.49,0.17,0.79
D03a,YES,41.75,-111.8,1460,Total,number,-999,2.5,yes,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1186,468,"non-tropical,",0.2,0.72,0.2,0.73
D03b,YES,41.75,-111.8,1460,Total,number,-999,2.5,yes,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1186,468,"non-tropical,",0.34,1.96,0.36,2.3
D04,YES,-45.42,-70.33,1350,Total,number,-999,0.5,no,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,903,142,winter maximum,0.24,0.47,0.39,0.91
D05,YES,33.63,-116.4,850,Total,length,-999,0.16,no,medium,0,0,0,0,0,0,0,1,-999,N,N,open shrubland,9,1585,150,winter maximum,0.09,0.14,0.09,0.19
D06,YES,32.5,-106.8,-999,Fine,mass,0.47,0.7,no,coarse,0,0,0,1,1,0,0,1,-999,N,N,open shrubland,9,1631,215,summer maximum,0.25,0.64,0.38,1.22
D07,YES,33.63,-116.4,850,Total,length,-999,0.3,no,medium,0,0,0,0,0,0,0,1,-999,N,N,open shrubland,9,1585,150,winter maximum,0.09,0.2,0.09,0.21
D08a,NO,32.5,-106.75,-999,Total,mass,-999,13,no,-999,0,0,0,1,0,0,0,0,-999,N,Y,open shrubland,9,1631,211,summer maximum,1.36,9.82,1.36,9.82
D08b,NO,32.5,-106.75,-999,Total,mass,-999,7,yes,-999,0,0,0,1,0,0,0,0,-999,N,Y,open shrubland,9,1631,211,summer maximum,0.38,4.26,0.4,4.85
D08c,YES,32.5,-106.75,-999,Total,mass,-999,6,yes,coarse,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1631,211,summer maximum,0.51,4.26,0.51,4.26
D08d,YES,32.5,-106.75,-999,Total,mass,-999,4,yes,-999,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1631,211,summer maximum,0.46,3.03,0.46,3.03
D08e,YES,32.5,-106.75,-999,Total,mass,-999,4,no,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1631,211,summer maximum,0.43,2.2,0.43,2.2
D09,YES,41.33,-106.8,2225,Total,mass,0.9,1.22,no,coarse,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1160,500,"non-tropical,",0.21,0.82,0.22,1.08
D10,YES,26,-103,1100,Total,number,-999,0.75,no,fine,0,0,0,1,0,1,0,1,-999,N,N,open shrubland,9,1526,264,"tropical, seas",0.16,0.52,0.17,0.65
D11,YES,36.8,-107.6,1900,Total,mass,-999,1,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1299,200,summer maximum,0.45,0.66,0.45,0.67
D12a,YES,-45.45,-69.83,700,Total,mass,0.33,3,no,coarse,0,0,0,1,1,1,0,0,-999,N,N,open shrubland,9,903,160,winter maximum,0.07,0.36,0.07,0.36
D12b,YES,-45.4,-70.3,540,Total,mass,0.77,3,no,fine,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,9,903,125,winter maximum,0.19,1.84,0.19,1.84
D13,YES,38.48,57.72,90,Total,mass,-999,4,no,coarse,0,0,0,1,1,0,0,0,-999,N,N,open shrubland,9,1315,148,winter maximum,0.3,2.09,0.3,2.09
D14,YES,37.2,-118.37,~1300,Total,mass,-999,1.03,no,medium,0,0,0,1,1,0,0,0,-999,N,N,open shrubland,9,1406,144,winter maximum,0.18,0.83,0.22,1.46
D15a,YES,38.15,73.93,3864,Total,mass,0.07,0.5,no,medium,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.21,0.45,0.26,0.8
D15b,YES,38.15,73.93,-999,Total,mass,0.11,0.5,no,medium,0,0,0,0,1,0,0,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.16,0.45,0.26,0.88
D15c,YES,38.15,73.93,3864,Total,mass,0.25,0.4,no,medium,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.15,0.37,0.23,0.7
D15d,YES,38.15,73.93,3864,Total,mass,0.21,0.4,no,medium,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.05,0.34,0.09,0.65
D15e,YES,38.15,73.93,3864,Total,mass,0.1,0.5,no,medium,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.05,0.34,0.06,0.52
D16,YES,36.67,-116.12,-999,Total,mass,-999,0.6,no,coarse,0,0,0,1,1,0,0,0,-999,N,N,open shrubland,9,1413,100,winter maximum,0.13,0.44,0.14,0.62
D17,YES,26.67,-103.67,1100,Total,number,-999,0.7,no,fine,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1507,264,summer maximum,0.18,0.6,0.22,1.05
D18a,YES,47.82,66.32,-999,Total,mass,1.89,0.9,no,-999,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.13,0.65,0.15,0.99
D18b,YES,47.82,66.32,-999,Total,mass,2.82,0.9,no,-999,0,0,0,0,1,0,0,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.2,0.78,0.3,1.49
D18c,YES,47.82,66.32,-999,Total,mass,3.62,0.9,no,-999,0,0,0,0,1,0,0,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.15,0.72,0.19,1.25
D18d,YES,47.82,66.32,-999,Total,mass,2.6,0.9,no,-999,0,0,0,0,1,0,0,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.14,0.63,0.15,0.91
D19,YES,41.08,-113.08,500,Total,length,-999,1.2,no,coarse,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1175,230,"non-tropical,",0.36,0.88,0.37,1.05
D20,YES,38.58,63.18,185,Total,mass,0.61,6,no,coarse,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1269,114,winter maximum,0.78,3.02,0.78,3.02
D22,YES,37.57,68.42,300-500,Total,mass,-999,0.6,no,-999,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,996,158,winter maximum,0.04,0.17,0.04,0.18
D23,YES,33.63,-116.4,850,Total,length,-999,0.3,no,medium,0,0,0,0,0,0,0,1,-999,N,N,open shrubland,9,1585,150,winter maximum,0.09,0.23,0.09,0.3
D24,YES,37.3,-113.95,1280,Total,mass,2.57,0.4,no,medium,0,0,0,0,1,1,1,0,-999,N,N,open shrubland,9,1387,274,"non-tropical,",0.08,0.34,0.11,0.64
D26,YES,47.08,61.15,78,Total,mass,2.75,2,no,-999,0,0,0,0,1,0,1,0,-999,N,N,open shrubland,9,990,120,"non-tropical,",0.22,0.8,0.22,0.83
D27,YES,42.97,120.73,350,Total,mass,-999,0.95,no,coarse,0,0,0,0,1,1,0,0,-999,N,N,open shrubland,-999,793,360,summer maximum,0.23,0.8,0.28,1.38
D28a,YES,46.53,-119.52,380,Total,mass,1.15,0.8,no,medium,0,0,0,1,1,1,1,0,-999,N,N,open shrubland,9,840,160,winter maximum,0.26,0.72,0.39,1.38
D28b,YES,46.53,-119.52,-999,Total,mass,0.74,0.8,no,medium,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,840,160,winter maximum,0.06,0.36,0.06,0.43
D29,YES,30.85,34.75,-999,Total,mass,-999,0.6,no,-999,0,0,0,1,1,1,0,0,-999,N,N,open shrubland,9,1600,100,winter maximum,0.11,0.46,0.12,0.73
D30,YES,38.7,103.17,-999,5,mass,-999,2,no,coarse,0,1,0,0,0,0,0,0,evergreen,N,N,open shrubland,9,2652,125,summer maximum,0.41,0.77,0.41,0.77
D31,YES,41.18,68.33,-999,Total,mass,1.52,0.75,no,medium,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1179,230,winter maximum,0.01,0.13,0.01,0.14
D32a,YES,37.42,118.35,-999,Total,length,-999,1.8,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,9,1406,144,winter maximum,0.45,1.54,0.55,2.4
D32b,YES,37.17,118.28,-999,Total,length,-999,2.7,no,coarse,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,1406,144,winter maximum,0.56,2.2,0.58,2.4
D33a,NO,46.53,-119.52,-999,Total,mass,0.66,1.6,no,medium,0,0,0,0,0,1,0,0,-999,Y,N,Grassland,10,840,160,winter maximum,0.01,0.93,0.02,1.6
D33b,NO,46.53,-119.52,-999,Total,mass,0.97,1.6,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,10,840,160,winter maximum,0.34,1.32,0.41,2.2
D34,NO,31.7,-110.05,-999,Total,mass,3.13,0.91,yes,-999,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,10,1654,343,summer maximum,0.07,0.37,0.07,0.39
D35a,NO,41.45,-107.1,-999,Total,mass,0.22,2.44,yes,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.22,0.95,0.22,0.98
D35b,NO,41.45,-107.1,-999,Total,mass,0.26,2.44,yes,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.23,0.8,0.23,0.81
D35c,NO,41.45,-107.1,-999,Total,mass,0.45,2.44,yes,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.26,0.93,0.26,0.94
D36,NO,46.53,-119.52,-999,Total,mass,0.08,2.5,no,-999,0,0,0,1,0,0,1,0,-999,N,N,open shrubland,9,840,160,winter maximum,0.42,1.27,0.42,1.3
D37,NO,18.33,-97.47,-999,Total,mass,0.97,1,no,medium,0,0,0,1,0,0,1,1,-999,N,N,open shrubland,9,1385,400,"tropical, seas",0.15,0.61,0.15,0.75
HE01,YES,50.72,-2.82,15,Total,mass,1.39,1.18,yes,coarse,-999,0,0,0,1,1,0,0,-999,N,N,Closed shrubland,8,627,800,"non-tropical,",0.05,0.21,0.05,0.22
HE02,YES,48.45,-58.4,<50,10,mass,0.69,0.4,no,coarse,30,0,0,0,1,0,0,0,-999,N,N,Closed shrubland,8,500,1200,"non-tropical,",0.1,0.31,0.11,0.43
HE03a,YES,-39,146.28,-999,Total,mass,3.57,1.52,no,coarse,0,0,0,0,1,0,1,0,-999,N,N,Closed shrubland,8,1412,1090,winter maximum,0.16,1.1,0.19,1.8
HE03b,YES,-38.87,146.38,-999,Total,mass,1.39,0.61,no,coarse,0,0,0,0,1,0,1,0,-999,N,N,Closed shrubland,8,1412,1090,winter maximum,0.09,0.42,0.09,0.62
HE04,YES,52.03,5.83,-999,Total,mass,1.79,1,yes,coarse,30,0,0,0,1,1,0,0,-999,N,N,Closed shrubland,8,746,800,"non-tropical,",0.07,0.6,0.08,0.88
HW01a,NO,51.1,3.67,-999,Total,mass,1.56,1,no,fine,10,0,0,0,0,1,0,0,-999,Y,Y,Pasture,10,604,790,"non-tropical,",0.04,0.3,0.04,0.33
HW01b,NO,51.1,3.67,-999,Total,mass,1.2,0.2,no,fine,10,0,0,0,0,1,0,0,-999,Y,Y,Pasture,10,604,790,"non-tropical,",0.03,0.17,0.06,0.34
HW02,NO,60.98,24.67,-999,Total,mass,2.15,2.3,no,organic,230,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,535,619,summer maximum,0.1,0.32,0.1,0.32
HW03,NO,61.12,14.67,-999,Total,mass,4.9,0.42,no,organic,42,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,502,688,summer maximum,0.17,0.37,0.19,0.6
HW04a,NO,64.02,64.1,-999,Total,mass,6.7,0.6,yes,organic,60,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,531,487,summer maximum,0.1,0.41,0.1,0.57
HW04b,NO,64.02,64.1,-999,Total,mass,0.98,0.6,yes,organic,60,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,531,487,summer maximum,0.09,0.33,0.09,0.37
HW04c,NO,64.02,64.1,-999,Total,mass,1.83,0.6,yes,organic,60,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,531,487,summer maximum,0.19,0.51,0.21,0.79
HW04d,NO,64.02,64.1,-999,Total,mass,1.56,0.6,yes,organic,60,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,531,487,summer maximum,0.06,0.22,0.06,0.24
HW04e,NO,64.02,64.1,-999,Total,mass,4.01,0.6,yes,organic,60,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,531,487,summer maximum,0.07,0.14,0.07,0.14
HW05a,NO,42.5,-76.42,-999,Total,mass,0.59,0.2,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,765,900,summer maximum,0.06,0.18,0.09,0.33
HW05b,NO,42.5,-76.42,-999,Total,mass,0.26,0.2,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,765,900,summer maximum,0.09,0.18,0.11,0.3
HW05c,NO,42.5,-76.42,-999,Total,mass,0.5,0.2,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,765,900,summer maximum,0.02,0.06,0.02,0.06
HW06a,NO,61.6,30.68,-999,Total,mass,1.36,1.2,yes,coarse,20,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,530,570,summer maximum,0.03,0.29,0.03,0.32
HW06b,NO,61.6,30.68,-999,Total,mass,1.43,1.2,yes,coarse,17,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,530,570,summer maximum,0.04,0.35,0.04,0.39
HW06c,NO,61.6,30.68,-999,Total,mass,1.76,1.2,yes,coarse,15,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,530,570,summer maximum,0.05,0.23,0.05,0.23
HW07a,NO,49.67,16,~650,Total,mass,0.67,0.3,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,724,775,summer maximum,0.1,0.27,0.17,0.54
HW07b,NO,49.67,16,~650,Total,mass,0.9,0.3,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,724,775,summer maximum,0.03,0.16,0.03,0.21
HW07c,NO,49.67,16,~650,Total,mass,1.41,0.3,no,-999,-999,0,0,0,0,1,0,0,-999,N,Y,Grassland,10,724,775,summer maximum,0.05,0.16,0.05,0.18
HW07d,NO,49.67,16,~650,Total,mass,1.54,0.3,no,-999,-999,0,0,0,0,1,1,0,-999,N,Y,Grassland,10,724,775,summer maximum,0.04,0.15,0.04,0.17
JCG,NO,40.8,-104.8,-999,Total,mass,12.21,4.27,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1250,332,summer maximum,0.05,0.56,0.05,0.56
JCS,NO,40.8,-104.8,-999,Total,mass,1.46,4.27,no,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,7,1250,332,summer maximum,0.7,4.04,0.66,2.94
JEG,NO,31.8,-95.6,-999,Total,mass,9.07,6.1,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1340,1100,"non-tropical,",0.13,0.64,0.13,0.64
JES,NO,31.8,-95.6,-999,Total,mass,4.35,6.1,no,medium,0,0,0,1,0,0,0,0,-999,N,N,open shrubland,7,1340,1100,"non-tropical,",0.17,2.48,0.17,2.62
